Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,MACD_Signal,sentiment_score
2023-01-03,14.26729965209961,14.94603115548883,14.04902953291804,14.801513863050983,401277000,,,,0.0,0.0,0.0
2023-01-04,14.69985294342041,14.803506485615852,14.193546280154266,14.518460195074866,431324000,,,,0.0345056756609185,0.0069011351321837,0.0
2023-01-05,14.217463493347168,14.515466889422989,14.100852807580956,14.442710201080088,389168000,,,,0.0226656001682066,0.0100540281393882,0.0
2023-01-06,14.809483528137209,14.95998035300493,13.987232978527544,14.425766288153945,405044000,,,,0.0603575597492671,0.020114734461364,0.0
2023-01-09,15.575922966003418,16.002496236779955,15.090545335630782,15.233069416455065,504231000,,,,0.1503409298519695,0.0461599735394851,0.0
2023-01-10,15.855984687805176,15.908807566890864,15.4204406881349,15.45532390083229,384101000,,,,0.241468540305771,0.0852216868927423,0.0
2023-01-11,15.94767951965332,15.97458997371224,15.511139335336974,15.787216717511935,353285000,,,,0.317427725506116,0.131662894615417,0.0
2023-01-12,16.45598030090332,16.58155988533878,15.44037584745414,16.046350570153667,551409000,,,,0.4138707081359456,0.1881044573195228,0.0
2023-01-13,16.842687606811523,16.865611678653806,16.11113426118995,16.22375667699758,447287000,,,,0.5155634202615555,0.2535962499079294,0.0
2023-01-17,17.643014907836914,17.66892924665794,16.842691082523842,16.842691082523842,511102000,,,,0.6532056042564474,0.333518120777633,0.0
2023-01-18,17.319093704223633,17.813439222153065,17.224409065517293,17.608126319924487,439624000,,,,0.7277611155966124,0.4123667197414288,0.0
2023-01-19,16.709135055541992,17.139696655240964,16.67524985593479,16.97923193804357,452932000,,,,0.7292223093090726,0.4757378376549576,0.0
2023-01-20,17.779556274414062,17.796499823469546,16.768935260471654,16.954314377855656,564967000,,,,0.8074466203122288,0.5420795941864118,0.0
2023-01-23,19.129039764404297,19.180866519069266,17.758621977258553,18.003800565680926,655163000,,,81.59321549879053,0.9671829073901356,0.6271002568271566,0.0
2023-01-24,19.2007999420166,19.430034925653693,18.757283181815232,18.764259824321872,496204000,,,81.76329887630074,1.0870348512363108,0.7190871757089875,0.0
2023-01-25,19.25861167907715,19.30545594731295,18.518087479978718,18.84997803686339,449537000,,,80.83869127239241,1.1731598477902985,0.8099017101252497,0.0
2023-01-26,19.736013412475582,20.0988007667648,19.213759381728455,19.635350144248758,489535000,,,87.35661108361705,1.26535068310751,0.900991504721702,0.0
2023-01-27,20.29714012145996,20.55926424729607,19.34033991753121,19.397149193004687,542142000,,,87.30350785774085,1.367922263823651,0.9943776565420918,0.0
2023-01-30,19.098148345947266,20.07288815679004,19.086187298640237,19.8835226503624,488611000,,,72.61324836274841,1.337049688117922,1.062912062857258,0.0
2023-01-31,19.47189712524414,19.621396897100432,18.88685330332513,19.10611950864817,498017000,17.21574025154114,,72.93878709155952,1.32743945663292,1.1158175416123903,0.0
2023-02-01,20.87321281433105,21.1213817226709,19.545650683627567,19.62538402504865,660477000,17.54603590965271,,76.79460936533748,1.4165684247512331,1.1759677182401589,0.0
2023-02-02,21.63665771484375,21.875857723454107,20.63102117831457,20.930020713829347,564276000,17.892876148223877,,77.42137786980493,1.5311571704717046,1.247005608686468,0.0
2023-02-03,21.029685974121094,21.67253700894129,20.7197215405838,20.93001883755329,429366000,18.23348727226257,,71.6568467996165,1.555066195118453,1.308617725972865,0.0
2023-02-06,21.018726348876957,21.49812252080445,20.716734629117404,20.73666843985264,452197000,18.54394941329956,,69.0131279420558,1.5552025127553364,1.3579346833293595,0.0
2023-02-07,22.09911727905273,22.18483115792308,21.07952532113672,21.31075261951093,664150000,18.870109128952027,,74.80864221851286,1.6237712402312423,1.4111019947097363,0.0
2023-02-08,22.13100814819336,22.801765903840348,21.934664092168923,22.31240089472821,559651000,19.18386030197144,,79.93618103523627,1.6615326631112597,1.461188128390041,0.0
2023-02-09,22.2625675201416,22.94329215898565,22.046291560362647,22.530672149758068,523876000,19.49960470199585,,77.61543633040078,1.6826777430375015,1.5054860513195332,0.0
2023-02-10,21.194135665893555,22.00442614178306,20.741650010159365,21.617720531696698,550737000,19.73651247024536,,63.17730383896282,1.594837555255797,1.523356352106786,0.0
2023-02-13,21.71539878845215,21.97453265239466,20.89215094788676,21.4662318309297,474919000,19.980148029327392,,65.17504594961932,1.5494243517533697,1.528569952036103,0.0
2023-02-14,22.89445686340332,22.972196070287414,21.29480358843764,21.506097057062863,675474000,20.242720127105716,,69.32612479479876,1.590242863800242,1.5409045343889307,0.0
2023-02-15,22.688140869140625,22.77883722406924,22.032334555587305,22.473857186049795,420575000,20.51117248535156,,66.15750278153766,1.5876424977556098,1.550252127062267,0.0
2023-02-16,21.928688049316406,22.4748604947754,21.853937196052712,22.05925016093341,412026000,20.772150135040285,,58.74000249714065,1.5069292510081027,1.541587551851434,0.0
2023-02-17,21.31673240661621,21.667558774123847,20.905108479188826,21.558922723947692,465888000,20.94900894165039,,62.68232013417008,1.3777024195118024,1.508810525383508,0.0
2023-02-21,20.586170196533203,21.422373121018037,20.54929284097226,20.9300198380873,410015000,21.02186546325684,,56.11997668500494,1.2024775470848643,1.4475439297237795,0.0
2023-02-22,20.68484306335449,21.03367717070481,20.3529525061691,20.6380006960692,513184000,21.09606761932373,,48.79264555369353,1.0593609948491078,1.3699073427488453,0.0
2023-02-23,23.585145950317383,23.808400461151948,22.94827529850247,23.361893340475756,1117995000,21.31239433288574,,59.80343026829932,1.1665233452500523,1.3292305432490867,0.0
2023-02-24,23.208404541015625,23.395779705379205,22.87053537498813,23.14760888799269,589716000,21.486013889312744,,61.221764727610825,1.207135292597087,1.3048114931186867,0.0
2023-02-27,23.422685623168945,23.800422369181604,23.37584326309497,23.59112307758857,452994000,21.642291164398195,,62.12788109669554,1.2422908898915068,1.292307372473251,0.0
2023-02-28,23.13863945007324,23.74561130134119,23.128672543867644,23.294119765093207,455963000,21.84431571960449,,55.702552252826685,1.233018333907797,1.2804495647601604,0.0
2023-03-01,22.62236595153809,23.1785071533375,22.432998534976814,23.11471933360439,460026000,22.00183916091919,,52.55944396104039,1.170517809149576,1.2584632136380436,0.0
2023-03-02,23.236305236816406,23.30208527650385,22.357244533630336,22.413059571206936,389415000,22.11999378204346,,54.82942683033195,1.15718614089511,1.2382077990894569,0.0
2023-03-03,23.81039047241211,23.82035737741727,23.05292280095457,23.24229019406714,412393000,22.22868041992188,,63.64487519007434,1.179349768425375,1.2264361929566403,0.0
2023-03-06,23.475513458251957,24.167199231552654,23.408735379499408,23.81139038959998,437429000,22.35097179412842,,59.3617501754554,1.1565607145810333,1.212461097281519,0.0
2023-03-07,23.214340209960938,24.04869267419401,23.167487988654617,23.525353628386604,515154000,22.460752487182617,,51.885508886493966,1.1046915304851197,1.1909071839222394,0.0
2023-03-08,24.104515075683597,24.12345598243845,23.34990950267541,23.412709959422333,513573000,22.56102237701416,,57.72578573113997,1.1224753039663646,1.1772208079310644,0.0
2023-03-09,23.361875534057617,24.37665537100153,23.30904176740064,24.09853658284537,501257000,22.622565746307373,,57.83186101743745,1.0643748177155068,1.154651609887953,0.0
2023-03-10,22.892358779907227,23.552265439254963,22.65411444951107,23.334954591781766,474866000,22.654055309295654,,58.74639908589085,0.9692705382110702,1.1175753955525765,0.0
2023-03-13,22.893356323242188,23.22430691098968,22.22647370103853,22.68003442386319,421890000,22.739016342163087,,63.93611849093645,0.8837923963216525,1.0708187957063915,0.0
2023-03-14,23.98688507080078,24.142391757741457,23.385791805819583,23.42167913438461,474910000,22.85259065628052,,67.80541647528202,0.8939836963979033,1.0354517758446942,0.0
2023-03-15,24.151369094848636,24.20918430620047,23.286114490388712,23.68584522635948,524486000,22.915436267852783,20.38956995010376,54.33106983540814,0.9049017175053606,1.0093417641768274,0.0
2023-03-16,25.460214614868164,25.507064935559395,23.818422785484607,23.95100343205416,583253000,23.05403995513916,20.61342824935913,65.07465202185486,1.007552781593894,1.0089839676602408,0.0
2023-03-17,25.643634796142575,26.315502789076746,25.58681397103338,25.89982190060514,848547000,23.239787292480468,20.832303886413573,64.92974378502714,1.091127130806587,1.02541260028951,0.0
2023-03-20,25.818078994750977,25.941687335476704,25.050514016475315,25.53398059002693,432747000,23.46485462188721,21.06431619644165,68.28120510375328,1.1580868888444762,1.0519474580005037,0.0
2023-03-21,26.11613655090332,26.30852691659845,25.30072485223775,26.09719754200217,547408000,23.74135293960571,21.290449256896974,74.56877866314143,1.221127337497773,1.0857834338999577,0.0
2023-03-22,26.384281158447266,27.501735683439477,26.1540109224766,26.341415997809847,797295000,24.026324844360357,21.50661642074585,73.26873797401824,1.277992474366421,1.1242252419932504,0.0
2023-03-23,27.10499382019043,27.41202016729464,26.60557904977676,27.029233998126443,564889000,24.202317237854004,21.731596603393555,73.8358811965569,1.365473663170473,1.1724749262286949,0.0
2023-03-24,26.69429588317871,27.081069104608638,26.271637231409848,26.94549959949804,454920000,24.37661180496216,21.946528930664066,73.03461671282501,1.3856898740881505,1.215117915800586,0.0
2023-03-27,26.44708633422852,26.914602816630044,26.281611003710644,26.752118256115214,361026000,24.527831840515137,22.14635105133057,73.1808739770348,1.3660170283200657,1.245297738304482,0.0
2023-03-28,26.32646369934082,26.42913854404045,25.768235539667923,26.36334732054611,356104000,24.68722305297852,22.33602657318115,67.90934613893376,1.3254143659942557,1.2613210638424368,0.0
2023-03-29,26.898651123046875,26.99235367202621,26.51287603862916,26.74015553257011,393694000,24.90103731155396,22.52113929748535,79.31254922207387,1.324143306906496,1.2738855124552488,0.0
2023-03-30,27.296384811401367,27.412019019738462,27.01627349989387,27.14287259493359,364516000,25.1040412902832,22.720685119628907,86.93979444064395,1.3397855541918666,1.2870655208025723,0.0
2023-03-31,27.689144134521484,27.74596305741618,27.01926873122524,27.054157877093186,433933000,25.297978973388677,22.940285301208498,87.74517957367802,1.3681038927504758,1.3032731951921532,0.0
2023-04-03,27.876544952392575,27.911434092903463,27.249534811234103,27.42198793508251,398716000,25.5180305480957,23.142225074768067,85.70644161574423,1.3896490506792674,1.320548366289576,0.0
2023-04-04,27.36616516113281,27.911435879998983,27.220627051021687,27.87754302667104,368592000,25.7256217956543,23.30696758270264,77.74908717454302,1.3499786463272123,1.3264344222971034,0.0
2023-04-05,26.795976638793945,26.91260524763218,26.31151378285065,26.744141067760594,515015000,25.860194873809814,23.458871116638186,63.215006812014806,1.2580283488696224,1.3127532076116073,0.0
2023-04-06,26.95148086547852,26.99434412357807,26.34340972671135,26.499912714821207,397654000,26.039675140380854,23.61272850036621,63.01069335666963,1.1840559077039643,1.287013747630079,0.0
2023-04-10,27.49176597595215,27.53363294419949,26.58464452796212,26.738156744869016,395279000,26.269645500183103,23.767843551635742,65.52042873819379,1.1557064437207387,1.2607522868482108,0.0
2023-04-11,27.08306312561035,27.70209914701596,27.040197966487828,27.63630792496598,314378000,26.479130840301515,23.90356201171875,58.786201302640286,1.0877218050317374,1.2261461904849162,0.0
2023-04-12,26.411195755004883,27.38111767882253,26.36434353627186,27.28342808388289,446259000,26.60034637451172,24.049822959899902,50.22784836288586,0.9684655394005262,1.1746100602680385,0.0
2023-04-13,26.37929916381836,26.80195787551208,26.24572411981737,26.64944192297439,353615000,26.711742877960205,24.187971000671386,43.04548556922673,0.8614500415104764,1.1119780565165258,0.0
2023-04-14,26.67336654663086,26.797971184144085,26.137068080300253,26.420170212204003,395660000,26.77240047454834,24.303974075317385,49.79484282002221,0.7912472626869551,1.0478318977506118,0.0
2023-04-17,26.916593551635746,26.920580610646343,26.349393053761112,26.48097550768948,321471000,26.836048412323,24.409572792053225,54.605881364552026,0.7466307467693483,0.9875916675543592,0.0
2023-04-18,27.57948875427246,28.0210883307405,27.270469820475103,27.445913723508724,604812000,26.92411890029907,24.54056884765625,61.110160290342336,0.7560467034913145,0.9412826747417502,0.0
2023-04-19,27.842653274536133,27.9114352691034,27.145864822992923,27.274456503625604,358660000,27.010444736480714,24.677047386169438,58.85543459940676,0.7758011418159789,0.908186368156596,0.0
2023-04-20,27.018266677856445,27.941338214808948,26.91459555187497,27.583472621656448,427713000,27.04214401245117,24.775430374145508,47.58440677202369,0.716674193852981,0.869883933295873,0.0
2023-04-21,27.033222198486328,27.09702084669948,26.637478546679382,26.86675060131897,345103000,27.038555431365968,24.87347465515137,43.90284897294568,0.6633754676774828,0.828582240172195,0.0
2023-04-24,26.956466674804688,27.27944127802104,26.586639849155414,26.92755907031357,339282000,27.051663970947267,24.96735263824463,41.26774830979684,0.6079344242813072,0.7844526769940174,0.0
2023-04-25,26.15800094604492,27.160819562060052,26.14205270882257,26.99235347251706,378527000,27.037209701538085,25.06662994384765,39.12810052678662,0.4938744099327401,0.726337023581762,0.0
